/bin/bash: warning: setlocale: LC_ALL: cannot change locale (en_US.UTF-8)
START TIME: Sun May 25 17:02:29 CEST 2025 --sl 4096
slurmstepd: error: couldn't chdir to `/workspace': No such file or directory: going to /tmp instead
slurmstepd: error: couldn't chdir to `/workspace': No such file or directory: going to /tmp instead
/usr/bin/bash: warning: setlocale: LC_ALL: cannot change locale (en_US.UTF-8)
/users/ahkhan/.bashrc: line 33: warning: setlocale: LC_ALL: cannot change locale (en_US.UTF-8)
2025-05-25 17:02:48,811 - root - INFO - Experiment args: Namespace(dataset='/capstor/store/cscs/ethz/large-sc/datasets/train_data.parquet', tokenizer_name_or_path='unsloth/Mistral-Nemo-Base-2407-bnb-4bit', sequence_length=4096, batch_size=1, fused_optimizer=True, learning_rate=5e-05, lr_warmup_steps=100, training_steps=1000, logging_frequency=5, profile=False, profile_step_start=10, profile_step_end=12, grad_max_norm=1, model_dtype='bf16', compile=False, output_dir='/iopsstor/scratch/cscs/ahkhan/project/output/data', fp8_train=True, fp8_recipe='rowwise', attention_backend='none', job_name='fp8-rowwise')
2025-05-25 17:02:48,812 - root - INFO - Setting up DataLoaders...
2025-05-25 17:02:52,417 - root - INFO - Setting up Model...
2025-05-25 17:03:27,258 - root - INFO - Converting model to float8, using recipe: rowwise
2025-05-25 17:03:27,278 - root - INFO - Starting training!
2025-05-25 17:03:29,098 - root - INFO - Time: 2025-05-25 17:03:29 | Step: 1 | Loss: 11.92 | Tokens per second: 2316.63 | Training tokens per second (%): 19.38 | MFU (%): 12.07 | TFLOPs: 119.40
2025-05-25 17:03:33,580 - root - INFO - Time: 2025-05-25 17:03:33 | Step: 5 | Loss: 11.97 | Tokens per second: 3697.99 | Training tokens per second (%): 11.41 | MFU (%): 19.27 | TFLOPs: 190.60
2025-05-25 17:03:39,114 - root - INFO - Time: 2025-05-25 17:03:39 | Step: 10 | Loss: 11.91 | Tokens per second: 3736.06 | Training tokens per second (%): 25.72 | MFU (%): 19.47 | TFLOPs: 192.56
2025-05-25 17:03:44,660 - root - INFO - Time: 2025-05-25 17:03:44 | Step: 15 | Loss: 11.77 | Tokens per second: 3727.72 | Training tokens per second (%): 35.21 | MFU (%): 19.43 | TFLOPs: 192.13
2025-05-25 17:03:50,204 - root - INFO - Time: 2025-05-25 17:03:50 | Step: 20 | Loss: 11.40 | Tokens per second: 3728.42 | Training tokens per second (%): 34.78 | MFU (%): 19.43 | TFLOPs: 192.17
2025-05-25 17:03:55,732 - root - INFO - Time: 2025-05-25 17:03:55 | Step: 25 | Loss: 10.83 | Tokens per second: 3739.84 | Training tokens per second (%): 18.28 | MFU (%): 19.49 | TFLOPs: 192.76
2025-05-25 17:04:01,270 - root - INFO - Time: 2025-05-25 17:04:01 | Step: 30 | Loss: 9.81 | Tokens per second: 3733.46 | Training tokens per second (%): 26.99 | MFU (%): 19.46 | TFLOPs: 192.43
2025-05-25 17:04:06,795 - root - INFO - Time: 2025-05-25 17:04:06 | Step: 35 | Loss: 9.72 | Tokens per second: 3741.64 | Training tokens per second (%): 13.78 | MFU (%): 19.50 | TFLOPs: 192.85
2025-05-25 17:04:12,313 - root - INFO - Time: 2025-05-25 17:04:12 | Step: 40 | Loss: 9.80 | Tokens per second: 3747.13 | Training tokens per second (%): 9.95 | MFU (%): 19.53 | TFLOPs: 193.13
2025-05-25 17:04:17,840 - root - INFO - Time: 2025-05-25 17:04:17 | Step: 45 | Loss: 9.30 | Tokens per second: 3740.45 | Training tokens per second (%): 15.59 | MFU (%): 19.49 | TFLOPs: 192.79
2025-05-25 17:04:23,360 - root - INFO - Time: 2025-05-25 17:04:23 | Step: 50 | Loss: 9.21 | Tokens per second: 3745.39 | Training tokens per second (%): 10.93 | MFU (%): 19.52 | TFLOPs: 193.04
